DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/29/2016,15:44,MANHATTAN,10035,40.79993,-73.940674,"(40.79993, -73.940674)",LEXINGTON AVENUE                ,EAST 118 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3532299,TAXI,PASSENGER VEHICLE,,,
09/29/2016,15:41,QUEENS,11373,40.745228,-73.882576,"(40.745228, -73.882576)",JUDGE STREET                    ,PETTIT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3535348,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/29/2016,15:40,QUEENS,11362,40.767372,-73.738754,"(40.767372, -73.738754)",NORTHERN BOULEVARD              ,ZION STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529770,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,15:40,BROOKLYN,11234,40.615738,-73.89856,"(40.615738, -73.89856)",,,2455      BERGEN AVENUE                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3531819,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,15:30,QUEENS,11375,40.736366,-73.851364,"(40.736366, -73.851364)",,,62-27     108 STREET                    ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529868,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/29/2016,15:25,,,40.684814,-73.98353,"(40.684814, -73.98353)",DEAN STREET                     ,,,1,0,0,0,1,0,0,0,Unspecified,,,,,3530305,BICYCLE,,,,
09/29/2016,15:20,,,40.737427,-73.85191,"(40.737427, -73.85191)",L.I.E / G.C.P (CDR)             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529988,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,15:20,QUEENS,11357,40.78655,-73.828285,"(40.78655, -73.828285)",14 AVENUE                       ,141 STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Drugs (illegal),,,,3529773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,15:20,BRONX,10461,,,,BENSON STREET                   ,WESTCHESTER SQUARE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530258,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,15:19,MANHATTAN,10017,40.75112,-73.97127,"(40.75112, -73.97127)",EAST 44 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529809,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,15:18,BROOKLYN,11204,40.619736,-73.98958,"(40.619736, -73.98958)",18 AVENUE                       ,64 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531036,PASSENGER VEHICLE,BICYCLE,,,
09/29/2016,15:15,,,40.681847,-73.8026,"(40.681847, -73.8026)",,,140 STREET                              ,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3529848,PASSENGER VEHICLE,,,,
09/29/2016,15:09,BRONX,10457,40.84869,-73.90329,"(40.84869, -73.90329)",EAST TREMONT AVENUE             ,ANTHONY AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3529889,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
09/29/2016,15:07,,,40.602806,-74.062874,"(40.602806, -74.062874)",VERRAZANO BRIDGE                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3530485,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,15:06,QUEENS,11434,40.665344,-73.76778,"(40.665344, -73.76778)",,,145-35    FARMERS BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529953,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,15:05,,,,,,LEXINGTON AVENUE                ,EAST 113 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3530654,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,15:05,,,40.74356,-73.96155,"(40.74356, -73.96155)",QUEENS MIDTOWN TUNNEL           ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3529933,TAXI,TAXI,,,
09/29/2016,15:00,QUEENS,11373,40.739426,-73.88079,"(40.739426, -73.88079)",DONGAN AVENUE                   ,POYER STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3529987,PASSENGER VEHICLE,,,,
09/29/2016,15:00,,,40.73038,-73.9522,"(40.73038, -73.9522)",GREENPOINT AVENUE               ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3530041,PASSENGER VEHICLE,,,,
09/29/2016,15:00,,,40.802074,-73.93407,"(40.802074, -73.93407)",EAST 124 STREET                 ,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3532289,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,15:00,,,40.6828,-73.90638,"(40.6828, -73.90638)",BUSHWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529884,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,15:00,,,40.57803,-73.95692,"(40.57803, -73.95692)",BRIGHTON BEACH AVENUE           ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531793,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,15:00,MANHATTAN,10036,40.76015,-73.9988,"(40.76015, -73.9988)",11 AVENUE                       ,WEST 41 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3531565,PASSENGER VEHICLE,,,,
09/29/2016,15:00,BRONX,10474,40.81672,-73.88751,"(40.81672, -73.88751)",,,1290      LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3530838,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,14:50,,,40.861217,-73.90437,"(40.861217, -73.90437)",GRAND AVENUE                    ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3530648,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,14:50,,,40.66617,-73.93695,"(40.66617, -73.93695)",TROY AVENUE                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530377,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:50,,,40.71217,-74.00557,"(40.71217, -74.00557)",CENTRE STREET                   ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3529917,PASSENGER VEHICLE,,,,
09/29/2016,14:50,QUEENS,11377,40.754276,-73.90902,"(40.754276, -73.90902)",51 STREET                       ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529864,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:50,BROOKLYN,11234,40.61957,-73.93355,"(40.61957, -73.93355)",FLATBUSH AVENUE                 ,AVENUE P,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530145,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:47,MANHATTAN,10009,40.723057,-73.97821,"(40.723057, -73.97821)",,,743       EAST 6 STREET                 ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3530122,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,14:45,,,40.74356,-73.96155,"(40.74356, -73.96155)",QUEENS MIDTOWN TUNNEL           ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529934,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,14:45,,,40.76085,-73.923004,"(40.76085, -73.923004)",34 STREET                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529865,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:40,,,40.732643,-73.98157,"(40.732643, -73.98157)",EAST 16 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530224,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,14:40,MANHATTAN,10017,40.748825,-73.96984,"(40.748825, -73.96984)",EAST 42 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3529807,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,14:35,MANHATTAN,10002,40.715034,-73.99681,"(40.715034, -73.99681)",BOWERY                          ,BAYARD STREET,,1,0,0,0,0,0,1,0,Passing Too Closely,Driver Inattention/Distraction,,,,3530326,TAXI,,,,
09/29/2016,14:33,,,40.62477,-74.14253,"(40.62477, -74.14253)",,,1625      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529819,PASSENGER VEHICLE,,,,
09/29/2016,14:30,QUEENS,11372,40.748245,-73.87821,"(40.748245, -73.87821)",,,88-07     ROOSEVELT AVENUE              ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,3529777,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,,
09/29/2016,14:30,BRONX,10461,40.84281,-73.84469,"(40.84281, -73.84469)",WILLIAMSBRIDGE ROAD             ,HALPERIN AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3530160,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,14:30,,,40.731796,-73.91931,"(40.731796, -73.91931)",BROOKLYN QUEENS EXPRESSWAY      ,LONG ISLAND EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529941,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:30,MANHATTAN,10021,40.76781,-73.96202,"(40.76781, -73.96202)",EAST 69 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530193,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:30,BROOKLYN,11233,40.68482,-73.917175,"(40.68482, -73.917175)",,,849       MACON STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529841,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,14:30,BRONX,10470,40.902546,-73.868126,"(40.902546, -73.868126)",VANCORTLANDT PARK EAST          ,KATONAH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530185,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,14:29,MANHATTAN,10001,40.752686,-74.000534,"(40.752686, -74.000534)",WEST 31 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3531569,PASSENGER VEHICLE,,,,
09/29/2016,14:25,,,40.67556,-73.96334,"(40.67556, -73.96334)",WASHINGTON AVENUE               ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3529856,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:23,,,40.74895,-73.854485,"(40.74895, -73.854485)",111 STREET                      ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529986,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:20,,,40.786495,-73.94839,"(40.786495, -73.94839)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530652,PASSENGER VEHICLE,,,,
09/29/2016,14:20,BROOKLYN,11230,40.613056,-73.95816,"(40.613056, -73.95816)",AVENUE O                        ,EAST 16 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3530923,PASSENGER VEHICLE,,,,
09/29/2016,14:15,,,40.74074,-73.987656,"(40.74074, -73.987656)",EAST 23 STREET                  ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3530220,TAXI,,,,
09/29/2016,14:15,,,40.77071,-73.83362,"(40.77071, -73.83362)",WHITESTONE EXPRESSWAY           ,LINDEN PLACE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3529771,PASSENGER VEHICLE,,,,
09/29/2016,14:15,,,40.805058,-73.93904,"(40.805058, -73.93904)",PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3532315,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/29/2016,14:15,MANHATTAN,10022,40.75645,-73.97032,"(40.75645, -73.97032)",EAST 51 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,3529808,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:07,BRONX,10467,40.86406,-73.86356,"(40.86406, -73.86356)",,,2538      BARNES AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530052,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:05,BROOKLYN,11201,40.696033,-73.98453,"(40.696033, -73.98453)",TILLARY STREET                  ,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529762,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,14:04,QUEENS,11358,40.757946,-73.78671,"(40.757946, -73.78671)",195 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529570,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,14:00,,,40.768116,-73.98406,"(40.768116, -73.98406)",WEST 58 STREET                  ,,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3530132,PASSENGER VEHICLE,,,,
09/29/2016,14:00,,,40.657368,-73.90317,"(40.657368, -73.90317)",NEW LOTS AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3529840,VAN,PASSENGER VEHICLE,,,
09/29/2016,14:00,QUEENS,11378,40.724407,-73.9145,"(40.724407, -73.9145)",,,56-29     56 DRIVE                      ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530697,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,14:00,MANHATTAN,10031,40.82336,-73.947174,"(40.82336, -73.947174)",WEST 143 STREET                 ,CONVENT AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530926,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:57,,,40.862755,-73.901085,"(40.862755, -73.901085)",WEST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530647,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:55,,,40.753304,-73.912575,"(40.753304, -73.912575)",NORTHERN BOULEVARD              ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3529620,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:55,MANHATTAN,10022,40.7616,-73.96865,"(40.7616, -73.96865)",LEXINGTON AVENUE                ,EAST 58 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3529967,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,13:55,BROOKLYN,11235,40.579945,-73.955536,"(40.579945, -73.955536)",,,3015      BRIGHTON 13 STREET            ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3529622,Van,Van,,,
09/29/2016,13:50,MANHATTAN,10016,40.742836,-73.98294,"(40.742836, -73.98294)",,,124       EAST 28 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530221,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,13:50,BROOKLYN,11234,40.60981,-73.92251,"(40.60981, -73.92251)",FLATBUSH AVENUE                 ,AVENUE U,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3530243,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,13:48,QUEENS,11379,40.7178,-73.87785,"(40.7178, -73.87785)",,,64-13     77 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529998,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,13:45,,,40.76479,-73.98429,"(40.76479, -73.98429)",8 AVENUE                        ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3530060,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,13:45,BROOKLYN,11230,40.61066,-73.967926,"(40.61066, -73.967926)",,,1560      OCEAN PARKWAY                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530179,PICK-UP TRUCK,PASSENGER VEHICLE,,,
09/29/2016,13:40,QUEENS,11377,40.74573,-73.90212,"(40.74573, -73.90212)",62 STREET                       ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529940,PASSENGER VEHICLE,,,,
09/29/2016,13:40,QUEENS,11375,40.732426,-73.853905,"(40.732426, -73.853905)",63 DRIVE                        ,102 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529867,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,13:32,BRONX,10452,40.8439,-73.91171,"(40.8439, -73.91171)",EAST 173 STREET                 ,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3529815,PASSENGER VEHICLE,,,,
09/29/2016,13:30,,,40.73031,-73.810905,"(40.73031, -73.810905)",PARSONS BOULEVARD               ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3529783,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:30,BRONX,10456,40.81924,-73.90456,"(40.81924, -73.90456)",TINTON AVENUE                   ,EAST 158 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3530102,,,,,
09/29/2016,13:30,,,40.660397,-73.98038,"(40.660397, -73.98038)",PROSPECT PARK WEST              ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529891,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,13:30,STATEN ISLAND,10306,40.560863,-74.12085,"(40.560863, -74.12085)",GUYON AVENUE                    ,PENDALE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529875,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:30,QUEENS,11385,40.700592,-73.85457,"(40.700592, -73.85457)",WOODHAVEN BOULEVARD             ,FOREST PARK DRIVE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529960,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
09/29/2016,13:30,MANHATTAN,10011,40.73632,-73.99439,"(40.73632, -73.99439)",,,14        WEST 14 STREET                ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3530230,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,13:30,BROOKLYN,11211,40.714474,-73.936005,"(40.714474, -73.936005)",,,1006      METROPOLITAN AVENUE           ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3530009,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,13:30,BRONX,10456,40.83394,-73.9087,"(40.83394, -73.9087)",WEBSTER AVENUE                  ,EAST 169 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Obstruction/Debris,,,,3529826,PASSENGER VEHICLE,TAXI,,,
09/29/2016,13:28,BROOKLYN,11211,40.70685,-73.95334,"(40.70685, -73.95334)",,,427       BROADWAY                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,Unspecified,Unspecified,,3532055,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
09/29/2016,13:20,QUEENS,11357,40.785927,-73.818405,"(40.785927, -73.818405)",147 STREET                      ,15 DRIVE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529774,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:20,BROOKLYN,11239,40.65317,-73.866875,"(40.65317, -73.866875)",GATEWAY DRIVE                   ,ERSKINE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530030,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,19:29,QUEENS,11422,40.670223,-73.72855,"(40.670223, -73.72855)",135 AVENUE                      ,HOOK CREEK BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529949,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,19:23,,,40.610962,-74.01338,"(40.610962, -74.01338)",BENSON AVENUE                   ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3531081,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,19:20,QUEENS,11385,40.69866,-73.89214,"(40.69866, -73.89214)",,,75-26     64 STREET                     ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530021,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/29/2016,19:12,,,40.760574,-73.99174,"(40.760574, -73.99174)",WEST 45 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530062,PASSENGER VEHICLE,,,,
09/29/2016,13:20,BROOKLYN,11218,,,,OCEAN PARKWAY                   ,CORTELYOU ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530188,Convertible,,,,
09/29/2016,13:15,BRONX,10461,40.847748,-73.85381,"(40.847748, -73.85381)",,,1704      HONE AVENUE                   ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3530064,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:10,MANHATTAN,10035,40.801334,-73.93623,"(40.801334, -73.93623)",,,240       EAST 122 STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3532288,PASSENGER VEHICLE,,,,
09/29/2016,13:10,BROOKLYN,11222,40.73257,-73.95202,"(40.73257, -73.95202)",MC GUINNESS BOULEVARD           ,INDIA STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530036,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
09/29/2016,13:05,,,40.762398,-73.96278,"(40.762398, -73.96278)",EAST 62 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3529756,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,13:03,MANHATTAN,10017,40.752243,-73.97971,"(40.752243, -73.97971)",,,300       MADISON AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530991,TAXI,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,
09/29/2016,13:00,,,40.73162,-73.856606,"(40.73162, -73.856606)",99 STREET                       ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3530211,PASSENGER VEHICLE,,,,
09/29/2016,13:00,,,40.745686,-73.97213,"(40.745686, -73.97213)",EAST 37 STREET                  ,QUEENS MIDTOWN TUNNEL EXIT,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3529812,SPORT UTILITY / STATION WAGON,TAXI,,,
09/29/2016,13:00,QUEENS,11366,40.72699,-73.79367,"(40.72699, -73.79367)",176 STREET                      ,76 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529780,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:00,MANHATTAN,10065,40.767967,-73.96822,"(40.767967, -73.96822)",EAST 66 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3529601,PASSENGER VEHICLE,TAXI,,,
09/29/2016,13:00,MANHATTAN,10065,40.766666,-73.96707,"(40.766666, -73.96707)",EAST 65 STREET                  ,PARK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530157,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,13:00,MANHATTAN,10003,40.73079,-73.9854,"(40.73079, -73.9854)",,,310       EAST 12 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530086,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,13:00,BROOKLYN,11213,40.6741,-73.929596,"(40.6741, -73.929596)",,,1197      SAINT MARKS AVENUE            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3530495,PASSENGER VEHICLE,,,,
09/29/2016,13:00,BRONX,10474,40.80899,-73.88313,"(40.80899, -73.88313)",EAST BAY AVENUE                 ,LONGFELLOW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3530837,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
09/29/2016,13:00,BRONX,10457,40.849194,-73.88868,"(40.849194, -73.88868)",,,681       EAST 181 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,3530066,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
09/29/2016,12:50,,,,,,MAIN STREET                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3529781,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,12:48,MANHATTAN,10039,40.824554,-73.94196,"(40.824554, -73.94196)",WEST 147 STREET                 ,BRADHURST AVENUE,,1,0,1,0,0,0,0,0,,,,,,3532107,PASSENGER VEHICLE,,,,
09/29/2016,12:46,,,40.67805,-73.9408,"(40.67805, -73.9408)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3529602,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,12:45,,,40.69871,-73.91923,"(40.69871, -73.91923)",MYRTLE AVENUE                   ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530143,PASSENGER VEHICLE,,,,
